step,warp,clutter,variation,entropy,bot_success,mode,human_score,delay,cognitive_load,difficulty,ARI
1021,0.1,0.05,18,0.013484391872105459,0.016131052434347315,strong,0.821206843129897,3.374780373588091,0.36522926005323425,0.24988755515844877,0.7872953502971525
1022,0.1,0.05,18,0.018774665358236207,0.01,strong,0.8518642819291811,3.3458816453605844,0.36522926005323425,0.251474637204288,0.8036914631477028
1023,0.1,0.05,18,0.0134636137755843,0.01,strong,0.8261096393825783,3.7890568076252014,0.36522926005323425,0.2498813217294924,0.7922612055492111
1024,0.1,0.05,18,0.011549143082069648,0.010537499099955638,strong,0.8841333872952944,3.0583925115291226,0.36522926005323425,0.24930698052143802,0.8181874516357589
1025,0.1,0.05,18,0.05956245469735849,0.05047214508456937,average,0.866999359194208,3.444214435942027,0.36522926005323425,0.26371097400602467,0.7910661489487348
1026,0.1,0.05,18,0.04195208256303707,0.04078196029127133,average,0.8465256769520233,3.638461907728481,0.36522926005323425,0.25842786236572823,0.7867418862607656
1027,0.1,0.05,18,0.15257383155933707,0.15187203221009685,weak,0.8121548552417692,2.943146471674219,0.36522926005323425,0.29161438706461823,0.7179658316577908
1028,0.10344509607727552,0.05344509607727552,18,0.009070771239036265,0.01,strong,0.8572239780505586,3.2680100436672146,0.36713902581062385,0.2504732347259176,0.8062034666501596
1029,0.1,0.05,18,0.0228158501184397,0.016720996169471383,strong,0.8124742120327398,3.321378791137868,0.36522926005323425,0.252686992632349,0.782820247875236
1030,0.1,0.05,18,0.0009101038730642257,0.01,strong,0.8666904952231956,3.249964795853719,0.36522926005323425,0.24611526875873638,0.8108991959745644
1031,0.1,0.05,18,0.0415658270195279,0.03946777715940731,average,0.834218590101717,3.662141889683645,0.36522926005323425,0.2583119857026755,0.781806667253772
1032,0.1,0.05,18,0.020145717035987436,0.014937093715693179,strong,0.8631671353737501,3.2394472361272872,0.36522926005323425,0.2518859527076133,0.8065149234753644
1033,0.1,0.05,18,0.01373098823082407,0.010831701804348408,strong,0.8373583979537653,3.5349691078925334,0.36522926005323425,0.24996153406606433,0.7969408598606313
1034,0.1,0.05,18,0.018247404471619606,0.01,strong,0.872908460513096,3.059421669244097,0.36522926005323425,0.251316458938303,0.8131771613370631
1035,0.1,0.05,18,0.03937449624099158,0.03756740965462607,average,0.8256334184383394,3.450019503539022,0.36522926005323425,0.2576545864691146,0.7788642453057595
1036,0.1,0.05,18,0.015955687656359935,0.01370267059204724,strong,0.814099922522869,2.9297672570126103,0.36522926005323425,0.2506289438937251,0.7851158689794974
1037,0.1,0.05,18,0.03569698810198068,0.03711268258569952,average,0.8454790543706958,2.915459329560678,0.36522926005323425,0.2565513340274113,0.7881097339005072
1038,0.1,0.05,18,0.01194489364676092,0.01,strong,0.8565257214923225,3.220021670592764,0.36522926005323425,0.24942570569084538,0.8059940041024606
1039,0.1,0.05,18,0.014464159801958965,0.01824311730275078,strong,0.8724703918418436,3.774924544112808,0.36522926005323425,0.2501814855374048,0.8093841249888513
1040,0.1,0.05,18,0.13367195072381946,0.13608975814305216,weak,0.8392529109704159,3.4256647098099187,0.36522926005323425,0.28594382281396297,0.7378290364909174
1041,0.10125117950388883,0.051251179503888834,18,0.03806128388167664,0.039851430780411576,average,0.8485378438995598,3.502611648176444,0.36591877218829794,0.2579501348963838,0.7881138724139785
1042,0.1,0.05,18,0.13098649334475568,0.14053327378229213,weak,0.8778622958105657,3.300106567485122,0.36522926005323425,0.28513818560024384,0.7532842413526988
1043,0.1,0.05,18,0.13842415405015682,0.14048161977296772,weak,0.8497115662290833,3.2670312166924753,0.36522926005323425,0.28736948381186417,0.7404165275240657
1044,0.10119625072767977,0.05119625072767976,18,0.008859257280726401,0.017515263797951028,strong,0.8812320612659561,3.2930071014688953,0.3658884033679171,0.2491591580957179,0.8137566430510307
1045,0.1,0.05,18,0.016042066518119995,0.01382705586588312,strong,0.8705272447249932,2.9719536729182296,0.36522926005323425,0.25065485755225314,0.8104495992313743
1046,0.1,0.05,18,0.012367359495176143,0.01,strong,0.8461434274955364,3.5323336427512677,0.36522926005323425,0.24955244544536995,0.8013092978284544
1047,0.1,0.05,18,0.1328556699429289,0.1434918070446864,weak,0.8495143633086869,3.097456213451131,0.36522926005323425,0.2856989385796958,0.7391402564608306
1048,0.10112016092130728,0.05112016092130728,18,0.012161314753170779,0.01,strong,0.8607445781740684,3.068174456381247,0.3658463499508158,0.2501077219203499,0.8078242879862958
1049,0.1,0.05,18,0.036871351073569,0.04043222039444922,average,0.8492829419423658,3.0093097419917574,0.36522926005323425,0.2569036429188878,0.7882924604046737
1050,0.1,0.05,18,0.14567726070416598,0.14146734222690535,weak,0.8441121053045634,2.406205944389827,0.36522926005323425,0.2895454158080669,0.7372356018041394
1051,0.10168282419820217,0.05168282419820216,18,0.00812588971689097,0.01,strong,0.8304958249439581,2.7921693115095367,0.3661577303279486,0.24920847478659877,0.7943022737461214
1052,0.1,0.05,18,0.041487406759707385,0.047674539950820244,average,0.8536844187501718,3.676894658660789,0.36522926005323425,0.25828845962472935,0.7868755994972354
1053,0.1,0.05,18,0.014459854047772483,0.012893931678447584,strong,0.8393661815491975,3.4150736687375307,0.36522926005323425,0.25018019381114887,0.7968944930607226
1054,0.1,0.05,18,0.007704548448905042,0.01,strong,0.8376042419302494,2.9319936097164243,0.36522926005323425,0.24815360213148863,0.7976065486554634
1055,0.1,0.05,18,0.02924330776866855,0.038002451802427145,average,0.8436977751823234,3.3257184571623593,0.36522926005323425,0.2546152299274177,0.7871013725282117
1056,0.1,0.05,18,0.1373710811548743,0.13785419950494876,weak,0.8431769107545651,2.994578591977285,0.36522926005323425,0.2870535619432794,0.7386898638679995
1057,0.10130068548751602,0.05130068548751602,18,0.04109337715692411,0.03805214619849927,average,0.8249763800281107,3.5136199011297005,0.3659461505647593,0.25888714125541945,0.7782271910977833
1058,0.1,0.05,18,0.04456956870681212,0.049580653801445745,average,0.8364475445664517,2.8382668530016164,0.36522926005323425,0.25921310820886073,0.7781687900233667
1059,0.1,0.05,18,0.0074929892655718165,0.01,strong,0.8710024984830719,3.4329908367195063,0.36522926005323425,0.24809013437648866,0.8126421108797335
1060,0.1,0.05,18,0.014892110560140176,0.01,strong,0.861939100232191,2.947201461627209,0.36522926005323425,0.25030987076485917,0.8083416080280001
1061,0.1,0.05,18,0.03947928578208123,0.041133231903719016,average,0.835892266731163,3.6774748813980316,0.36522926005323425,0.25768602333144147,0.7818729633392058
1062,0.1,0.05,18,0.004016056767868442,0.01,strong,0.8693702031012945,3.5461885712189503,0.36522926005323425,0.24704705462717766,0.8120118859328649
1063,0.1,0.05,18,0.15289170867256696,0.14374360766398653,weak,0.8433025174609223,3.4919990580603684,0.36522926005323425,0.2917097501985872,0.7356305343887625
1064,0.10204209192642115,0.05204209192642115,18,0.021408259182694213,0.01,strong,0.8388645802146675,2.8217375714515898,0.3663570416317993,0.2533924969301904,0.7976498114035814
1065,0.1,0.05,18,0.04112466745276531,0.05052471762230413,average,0.8657504898907389,2.7133573477687447,0.36522926005323425,0.2581796378326467,0.7910336337375312
1066,0.1,0.05,18,0.1362215293616827,0.13808312462637232,weak,0.8602425130542916,3.333855071235294,0.36522926005323425,0.28670869640532193,0.7463008551520316
1067,0.10065502052741132,0.05065502052741132,18,0.055086285140883554,0.05295906081996269,average,0.8558529565126297,3.663223522108253,0.36558965088978146,0.2627285139756294,0.7850294016641374
1068,0.1,0.05,18,0.13443975996473195,0.13920134186842595,weak,0.8379563465443417,3.0465045766050727,0.36522926005323425,0.2861741655862367,0.7358223355455384
1069,0.10143628547522834,0.05143628547522835,18,0.05076288245270417,0.04661192339339112,average,0.8693084385365881,3.416441722141086,0.3660211789558666,0.26186302123526073,0.7940271296909128
1070,0.1,0.05,18,0.01591746833444964,0.01,strong,0.8279354319659847,3.7784696436516607,0.36522926005323425,0.250617478097152,0.793009196574978
1071,0.1,0.05,18,0.15644929876523558,0.1488331056566743,weak,0.8662086892584272,3.8128420828176375,0.36522926005323425,0.29277702722638776,0.7435413098981501
1072,0.10152307276863554,0.051523072768635526,18,0.04383000355786742,0.05211311959625629,average,0.8407996231443419,3.060651258439291,0.366069227612536,0.25983120622347916,0.7789258059742907
1073,0.1,0.05,18,0.013607396618786717,0.01,strong,0.8304934345214694,3.5055509549875654,0.36522926005323425,0.24992445658245313,0.794229599876416
1074,0.1,0.05,18,0.15144029299478703,0.14458761227480346,weak,0.8654003073151924,3.36342771728477,0.36522926005323425,0.29127432549525323,0.7452382802186498
1075,0.10122702695834121,0.0512270269583412,18,0.005060633295496254,0.01,strong,0.8343920705459766,3.6555546335797513,0.3659054177116432,0.24803658524387492,0.7961727732213021
1076,0.1,0.05,18,0.14956749590390236,0.1456707508843757,weak,0.8507158589259615,3.1529295464565523,0.36522926005323425,0.2907124863679878,0.7381990499819149
1077,0.1017302358703717,0.051730235870371684,18,0.0,0.01,strong,0.8298431542629665,3.855069764900383,0.36618401107384735,0.24679698861743019,0.7942497205565919
1078,0.1,0.05,18,0.12692161586829054,0.13332389372330286,weak,0.8552858457379339,3.580535602144879,0.36522926005323425,0.28391872235730425,0.7464910061708535
1079,0.10034221121411702,0.050342211214117014,18,0.03432914254492847,0.04060375588493993,average,0.8551439557123207,3.5603355027297363,0.3654173832790113,0.25632910358607275,0.7909101795637141
1080,0.1,0.05,18,0.036230563124776086,0.036168066515239836,average,0.9088643104268477,2.777722632522861,0.36522926005323425,0.25671140653424995,0.8170421691067986
1081,0.1,0.05,18,0.13767134316407562,0.13237770051465622,weak,0.848040214565583,3.5098784566373222,0.36522926005323425,0.2871436405460398,0.7433337672683131
1082,0.10093878159978537,0.05093878159978537,18,0.020906803005491064,0.018700267246994834,strong,0.8367053381361881,3.348810528659371,0.3657461745490196,0.2526311929942498,0.7928391626007121
1083,0.1,0.05,18,0.13112271336045986,0.1404122206174513,weak,0.8635611993249401,3.3677499499834775,0.36522926005323425,0.28517905160495505,0.7468991352578745
1084,0.10044399600690475,0.05044399600690475,18,0.04669288906231842,0.04349958821910291,average,0.8725982637107411,3.3894428700088177,0.3654734051274013,0.2600942493896797,0.7970849790322693
1085,0.1,0.05,18,0.14813273987367978,0.1473922927746884,weak,0.8338748825802864,3.0646361810916045,0.36522926005323425,0.29028205955892106,0.729888959456627
1086,0.1023491309194276,0.05234913091942759,18,0.04543227155405433,0.03949859845316768,average,0.879901921578537,3.2114137491553842,0.36652768001400016,0.2607703390237993,0.8021044615040362
1087,0.1,0.05,18,0.01023001373626637,0.01,strong,0.833403961813637,3.630129463766553,0.36522926005323425,0.24891124171769702,0.7956406586443671
1088,0.1,0.05,18,0.1486471303133541,0.14532004619489522,weak,0.8903205980427873,3.014805487032398,0.36522926005323425,0.29043637669082334,0.7562066106624692
1089,0.1002601793170298,0.05026017931702979,18,0.1408429765852939,0.142733016080385,weak,0.8560898202392515,3.472749757139473,0.3653722559490691,0.28823812646824015,0.742186749224666
1090,0.10139221462978591,0.051392214629785916,18,0.01500495040281546,0.01608328859055362,strong,0.833847275909051,3.545411017609526,0.3659967882664156,0.2511112509308431,0.7928826692002394
1091,0.1,0.05,18,0.1541443429126386,0.15053866609991068,weak,0.8331707673022378,3.6849352505179684,0.36522926005323425,0.2920855404706087,0.7279758914939864
1092,0.10269454765368552,0.05269454765368552,18,0.14397492643608673,0.13812393289010372,weak,0.8538135828112003,3.3073992842243163,0.36671997871757295,0.29052543419198185,0.7430077990452953
1093,0.10386112137601666,0.05386112137601666,18,0.15014299215168522,0.1473727032961057,weak,0.833732299020032,3.294811477001751,0.3673720095007218,0.2930278846898102,0.729559029606786
1094,0.10630097475632772,0.056300974756327705,18,0.13566025752142735,0.14642217524447326,weak,0.8681548461842341,2.822171565782356,0.368748437861404,0.290059492661415,0.7457737526567508
1095,0.10698020278447332,0.05698020278447331,18,0.05429567941852252,0.046778580276377525,average,0.843927721603236,3.2284711647707867,0.3691346455286113,0.266036326897751,0.7821134809073114
1096,0.10214858605328113,0.05214858605328112,18,0.14586427324714146,0.14900294277756398,weak,0.8454420075482858,3.7080160852129467,0.3664161947624387,0.290788454280164,0.7343187337188084
1097,0.10407074409968498,0.05407074409968497,18,0.03739502210374475,0.04983406538642015,average,0.8764765768863012,3.387620621704531,0.36748959353543387,0.2593210777101402,0.7960570224039325
1098,0.1,0.05,18,0.13220680756046915,0.13824191579975523,weak,0.8299900014525275,3.7812203183487805,0.36522926005323425,0.28550427986495786,0.7327362105572519
1099,0.10161172099735487,0.05161172099735486,18,0.0052724656002863446,0.01,strong,0.8282094340561743,3.622608516389539,0.3661183296228916,0.24831304684656036,0.7933629406406224
1100,0.1,0.05,18,0.04154116584812338,0.03984840146669381,average,0.8327377377827844,3.3432899028077054,0.36522926005323425,0.2583045873512541,0.7809697426071155
1101,0.1,0.05,18,0.005016260140002863,0.01014502355820425,strong,0.8735126772819645,3.5967136996482596,0.36522926005323425,0.24734711563881798,0.8137807326118103
1102,0.1,0.05,18,0.05460239868920093,0.05194236769509121,average,0.8587294705384526,3.8066588476465317,0.36522926005323425,0.2622229572035774,0.786831900559155
1103,0.1,0.05,18,0.14929369799501468,0.14929526635807355,weak,0.8278587668050963,3.4131445840360115,0.36522926005323425,0.29063034699532153,0.726290540501628
1104,0.10267415509571023,0.05267415509571023,18,0.04881462948370317,0.038384394236017604,average,0.8308352733758416,3.175041326470232,0.3667086161366936,0.26196598252538744,0.780406297360382
1105,0.1,0.05,18,0.1409699837136566,0.13888775352314933,weak,0.8504181523333976,2.983611336073125,0.36522926005323425,0.28813323271091407,0.7413753561935204
1106,0.10120101098335539,0.05120101098335538,18,0.015609289281152353,0.01,strong,0.8977334605183394,3.3394580596657546,0.36589103484530927,0.25118679917323783,0.8243613773159291
1107,0.1,0.05,18,0.04400879044013062,0.048529131888810625,average,0.8205170388124428,3.355695204552674,0.36522926005323425,0.2590448747288563,0.771490070642749
1108,0.1,0.05,18,0.15252581621294004,0.14700642949635875,weak,0.8609996042434199,3.2775812579106636,0.36522926005323425,0.2915999824606991,0.7421369303901075
1109,0.10150987168760547,0.05150987168760548,18,0.04186796497886088,0.044814323237807416,average,0.8294471207719596,3.5316421093718735,0.36606191756411677,0.2592352846013579,0.7771612304302328
1110,0.1,0.05,18,0.14035282797021084,0.13578396986328292,weak,0.8205816535796977,3.755254103640525,0.36522926005323425,0.28794808598788035,0.7293641490735986
1111,0.10214215856915886,0.05214215856915886,18,0.01978065352374299,0.016910297419272982,strong,0.8791955610954174,2.87980585808628,0.36641262360908977,0.25295979720979556,0.8127323889332855
1112,0.1,0.05,18,0.037633660821811604,0.0444627815988888,average,0.8485168631181663,3.429137738254878,0.36522926005323425,0.2571323358433606,0.7861111030993388
1113,0.1,0.05,18,0.14927254063370576,0.14029073651907095,weak,0.865617827589815,3.20549802714271,0.36522926005323425,0.2906239997869288,0.7473347910031419
1114,0.10098993802002723,0.05098993802002723,18,0.12991131906673428,0.13504316510506376,weak,0.8759614905956584,2.9907988359660607,0.36577441819750717,0.2853607914611103,0.7548771673246567
1115,0.10075692684419019,0.050756926844190184,18,0.14925650773544524,0.14111416496158363,weak,0.8457055762761098,3.7569350446537677,0.36564583510526083,0.2910357649694773,0.737962558594589
1116,0.10249613040415731,0.05249613040415731,18,0.13348064341177615,0.13008598696147977,weak,0.848415074305033,3.127314247361543,0.3666094739741088,0.2872666445412245,0.7445214248504766
1117,0.10320579700529602,0.05320579700529601,18,0.03569321172983983,0.03739775111657023,average,0.8596234267909693,3.307665293236032,0.36700524124877637,0.25832618231131116,0.7941689358223486
1118,0.1,0.05,18,0.05026880783244761,0.053237864872791134,average,0.8481836211071596,3.301875519102065,0.36522926005323425,0.2609228799465514,0.7816333023108107
1119,0.1,0.05,18,0.035162712978718515,0.045806383450792576,average,0.8606596116092863,2.984386042771278,0.36522926005323425,0.2563910514904327,0.7910448475222791
1120,0.1,0.05,18,0.004233337983971275,0.01,strong,0.8177493623712981,2.7401346608259525,0.36522926005323425,0.2471122389920085,0.7887759891678834
1121,0.1,0.05,18,0.003222762484438554,0.01,strong,0.8373158301609025,3.86428015144429,0.36522926005323425,0.2468090663421487,0.7976112169381913
1122,0.1,0.05,18,0.13088715984304833,0.13351655822252434,weak,0.855051251438873,3.398446826138218,0.36522926005323425,0.2851083855497316,0.7461797733923837
1123,0.10049400724358686,0.050494007243586846,18,0.1417741755541071,0.14111884962302784,weak,0.8498802204525883,2.920665169481906,0.365500942446194,0.288646172656009,0.7400779996077014
1124,0.10182454089270217,0.05182454089270216,18,0.1459340557320205,0.13867941799062444,weak,0.8873912040070924,2.7770294594005156,0.36623630503923466,0.2906294993024237,0.7578573537771682
1125,0.10186584237395337,0.05186584237395335,18,0.01235076343635721,0.017470906390789107,strong,0.8456453987171751,2.9925459168222326,0.3662592157986543,0.25057742237314434,0.7976207793095593
1126,0.1,0.05,18,0.017205662603507803,0.014675834836228476,strong,0.83693080526538,3.9278192305283004,0.36522926005323425,0.25100393637786944,0.7949143430553313
1127,0.1,0.05,18,0.015952742971717983,0.01,strong,0.8557477299261566,3.5863982891822395,0.36522926005323425,0.2506280604883325,0.8055236724179372
1128,0.1,0.05,18,0.04703754860352283,0.04150804648173628,average,0.8402172995523475,3.03343723682373,0.36522926005323425,0.25995350217787394,0.7834238136639876
1129,0.1,0.05,18,0.13704735892006875,0.1366566436052205,weak,0.8687289718034712,3.320020529782345,0.36522926005323425,0.28695644527283776,0.7507369031619291
1130,0.10032656323248787,0.050326563232487874,18,0.13364641161972177,0.14153139403067674,weak,0.835395385718416,3.2567388480431485,0.36540877346327477,0.28611567449277414,0.7336272288102053
1131,0.10191307009950254,0.051913070099502544,18,0.04785042350484193,0.04822875152647108,average,0.8906859689987474,2.8662025877944846,0.3662854201469097,0.26125352474194513,0.8029803953883298
1132,0.1,0.05,18,0.012527946209179373,0.01,strong,0.8812785114800781,3.9597373338131585,0.36522926005323425,0.24960062145957093,0.817115268020078
1133,0.1,0.05,18,0.00824171694751224,0.010263704063432046,strong,0.8613248383679163,3.4492305173459137,0.36522926005323425,0.24831475268107078,0.8081460351689109
1134,0.1,0.05,18,0.05028158754354585,0.0493041788857794,average,0.8495193452887262,3.4090950270363334,0.36522926005323425,0.26092671385988087,0.7840041534953379
1135,0.1,0.05,18,0.0031298536426954647,0.01579108406879389,strong,0.8651376391147649,3.31615578128491,0.36522926005323425,0.24678119368962576,0.8075278304017244
1136,0.1,0.05,18,0.14476853550101026,0.14588090998490158,weak,0.8924334932279034,3.075822204549154,0.36522926005323425,0.2892727982471202,0.7570213826346389
1137,0.10007088252526122,0.050070882525261214,18,0.014715922674231914,0.01673130261955707,strong,0.891317690570015,3.0288202990192477,0.36526819727834414,0.2502959516241966,0.8185342794152866
1138,0.1,0.05,18,0.14003362829623428,0.14278420471091696,weak,0.8485557408448953,3.5305227548251845,0.36522926005323425,0.2878523260856874,0.7388119586517217
1139,0.10137611941334176,0.05137611941334176,18,0.014193275963796607,0.01315426342703004,strong,0.8254561929815655,3.1213070177957216,0.36598788192396514,0.250858842256687,0.7904499840738722
1140,0.1,0.05,18,0.14758219355607208,0.15061896572213312,weak,0.8499518284090514,3.4060555077752683,0.36522926005323425,0.29011689566363874,0.7356880986427494
1141,0.10186758230237436,0.05186758230237435,18,0.13385734864042304,0.13176631986098317,weak,0.8157211317788714,3.601092930057262,0.36626018108257286,0.2870303632182826,0.7290766290412215
1142,0.10382488713557017,0.05382488713557016,18,0.01805413242020916,0.01679128819022604,strong,0.8786620265942536,3.4189904394080286,0.36735169749166485,0.25338091476131047,0.8125037408056813
1143,0.1,0.05,18,0.14923471985974973,0.14372810507107092,weak,0.8608271555425149,3.682170137047144,0.36522926005323425,0.29061265355474203,0.7436333073566757
1144,0.10128484644697794,0.051284846446977936,18,0.13697468673213284,0.13436343355204394,weak,0.8493628795449273,3.9625112821172985,0.365937390280924,0.28764277384414666,0.742985473312383
1145,0.10222919855741555,0.05222919855741555,18,0.014445185611399462,0.01,strong,0.8626665942511561,2.8997221538865166,0.3664609939565764,0.25140752718357906,0.8085592146946624
1146,0.1,0.05,18,0.0035584619126823114,0.01,strong,0.8573505589563494,3.321958769516792,0.36522926005323425,0.24690977617062182,0.8066167739132951
1147,0.1,0.05,18,0.00692938717495842,0.01,strong,0.8543159033057535,3.7548904885993983,0.36522926005323425,0.24792105374930465,0.8051500511126586
1148,0.1,0.05,18,0.013477012372751493,0.01,strong,0.8286760791184575,3.2448497620434367,0.36522926005323425,0.24988534130864257,0.7934157014724418
1149,0.1,0.05,18,0.13731788518584645,0.14134271759010925,weak,0.8437422509853411,3.1542177104974267,0.36522926005323425,0.28703760315257104,0.7373760297125974
1150,0.10140408994893929,0.051404089948939295,18,0.007611772086979975,0.01,strong,0.8262021653268342,3.2427153555718395,0.366003360007799,0.24889986917747586,0.792400987479328
1151,0.1,0.05,18,0.0071969618157634516,0.01,strong,0.792907275513467,3.8941940175368184,0.36522926005323425,0.24800132614154616,0.7775081413669055
1152,0.1,0.05,18,0.05305637093532363,0.04761252266424027,average,0.8439702348150124,3.283948125108499,0.36522926005323425,0.2617591488774142,0.782185055580106
1153,0.1,0.05,18,0.04276449827960512,0.04862277001619293,average,0.8854107068697297,3.847489018618253,0.36522926005323425,0.25867158708069865,0.8006874128760217
1154,0.1,0.05,18,0.040029781442277756,0.03924631280104513,average,0.8719668621972192,3.3308884438664967,0.36522926005323425,0.2578511720295004,0.7989391300253283
1155,0.1,0.05,18,0.14050653404877028,0.14719016124314993,weak,0.8432597819342391,3.3178808002179068,0.36522926005323425,0.2879941978114482,0.7344319095298455
1156,0.10174165632717301,0.05174165632717301,18,0.007727261406282779,0.01,strong,0.8468855714279508,3.2542463316295547,0.3661903425377969,0.2491214985032646,0.8016863572922516
1157,0.1,0.05,18,0.04064335326160826,0.041047745750935574,average,0.8525414191234619,2.9601208902673393,0.36522926005323425,0.2580352435752996,0.7893686286601069
1158,0.1,0.05,18,0.13951226092247204,0.14309734166811172,weak,0.825804563999513,3.5716470750921796,0.36522926005323425,0.28769591587355875,0.7284486584617746
1159,0.10218849967257713,0.05218849967257713,18,0.13839724250456292,0.14892547721376453,weak,0.874269106875418,3.6984391273560955,0.3664383737649264,0.2885705240598781,0.7475475809417563
1160,0.10281340495738264,0.05281340495738263,18,0.147868477496626,0.1493793804315391,weak,0.7990485246832703,3.175358634297844,0.3667862293965804,0.29175975018915107,0.7131751398943641
1161,0.10649118504572555,0.056491185045725534,18,0.031545517306342294,0.03186643811278639,average,0.8303870285557835,3.136432089165631,0.3688564592308868,0.2589330919663723,0.7834409565027116
1162,0.10082536507931157,0.050825365079311555,18,0.04502457582531593,0.03737359983099917,average,0.8646824796958383,3.0025233122026056,0.3656835847188673,0.25980393501004495,0.7963086024381733
1163,0.1,0.05,18,0.13960262939701068,0.14759062524498784,weak,0.8449559029613168,3.214265376381188,0.36522926005323425,0.2877230264159203,0.735042072330756
1164,0.10166391835424386,0.05166391835424386,18,0.0144362589312724,0.01195526299445582,strong,0.840562958057311,3.434965256336868,0.36614725249380264,0.2510911077167672,0.797764352006608
1165,0.1,0.05,18,0.05132215703275938,0.041646386832458235,average,0.8678062697623976,3.2638758579870877,0.36522926005323425,0.2612388847066449,0.7956480588478082
1166,0.1,0.05,18,0.04221215871768012,0.0431279110729466,average,0.8443627866299149,3.632494683921963,0.36522926005323425,0.25850588521212114,0.7847051054794236
1167,0.1,0.05,18,0.038533511865976124,0.041670079095732636,average,0.8524007034935119,3.293661780750645,0.36522926005323425,0.25740229115660995,0.7890885518633397
1168,0.1,0.05,18,0.01605298045062081,0.01856190141467847,strong,0.8240469383558303,3.37519476127162,0.36522926005323425,0.25065813173200335,0.7874024534503181
1169,0.1,0.05,18,0.009694980140723081,0.01,strong,0.8615010587022437,3.1182223182545696,0.36522926005323425,0.24875073163903405,0.8083004032521064
1170,0.1,0.05,18,0.042633938259463634,0.036529831765398396,average,0.8339607736892755,3.7919144953916875,0.36522926005323425,0.25863241907465623,0.7829806819582792
1171,0.1,0.05,18,0.0012618174508586925,0.01,strong,0.8601916506046501,3.4209316149443065,0.36522926005323425,0.2462207828320747,0.8079641644888851
1172,0.1,0.05,18,0.14285344906493178,0.1468312344046362,weak,0.8599841280707325,3.6621580111143675,0.36522926005323425,0.28869827231629663,0.7420489749181137
1173,0.10120739237662872,0.05120739237662872,18,0.1367571628098314,0.14784125700660172,weak,0.861386669982131,2.5326497229873457,0.3658945625961053,0.2875346889826376,0.7423419669407244
1174,0.10219626423128537,0.052196264231285365,18,0.1449681246214976,0.14979644863911365,weak,0.8837795601435352,3.1080148010704542,0.3664426888823059,0.29054610381233803,0.7512377897957561
1175,0.1027362210355128,0.0527362210355128,18,0.04050012367347552,0.04636952349552038,average,0.8471631541454866,3.9039731105818607,0.36674320260937,0.2595062172549955,0.7844065120669853
1176,0.1,0.05,18,0.000841588763969869,0.01,strong,0.8304700510807255,3.7275319151402075,0.36522926005323425,0.24609471422600807,0.7946020515637258
1177,0.1,0.05,18,0.059912888884897236,0.05062437716720857,average,0.8494276248277066,2.906586599428327,0.36522926005323425,0.2638161042622863,0.7830798510209956
1178,0.1,0.05,18,0.15196579466653135,0.14148657715748555,weak,0.8833850971484962,3.4819865065149895,0.36522926005323425,0.2914319759967765,0.7547111363962772
1179,0.10048601451762683,0.050486014517626826,18,0.13326941362271744,0.13733142536740453,weak,0.8504495909517504,3.231129869071581,0.3654965409671515,0.2860903425975496,0.7422941402532007
1180,0.10136710453329772,0.05136710453329772,18,0.016044292558583348,0.01439003603550546,strong,0.8803299620494969,3.5447652408017807,0.3659828938458741,0.251409159157032,0.8145320507905929
1181,0.1,0.05,18,0.1430767548723737,0.1484636352572975,weak,0.8790261783139031,3.3722420521902663,0.36522926005323425,0.2887652640585292,0.7498766179696197
1182,0.10058832671834639,0.050588326718346385,18,0.04961747539924761,0.046182146419953024,average,0.8807470628119355,2.945961065609463,0.36555289727529383,0.261051117438651,0.7994491006325272
1183,0.1,0.05,18,0.13690826957584556,0.13708739746937787,weak,0.840867158286328,2.807944582576683,0.36522926005323425,0.2869147184695708,0.7380094205206704
1184,0.10134031098477343,0.05134031098477342,18,0.13477254211292214,0.13303899222489754,weak,0.9015447296851253,2.7288649215436758,0.3659680699701147,0.28701281014757424,0.7671263008423451
1185,0.10028292826499932,0.05028292826499932,18,0.14077606559913797,0.1409374686543853,weak,0.8642686673668512,3.3157701504572623,0.3653847685601166,0.28823056578344086,0.7466759828422656
1186,0.1010536837367905,0.051053683736790485,18,0.012625514225556824,0.013191154488135527,strong,0.8253684476619316,3.3501697046549155,0.36580962336367606,0.250210255174926,0.7904587564107157
1187,0.1,0.05,18,0.13338493472580182,0.13716875461088146,weak,0.8076978152139412,3.636680076340439,0.36522926005323425,0.28585771801455767,0.7231523054699212
1188,0.10241613347363197,0.052416133473631964,18,0.14286053061575174,0.13806860151654152,weak,0.8521992144623752,3.3516997451867283,0.3665649539214336,0.290036090649742,0.7423551667606509
1189,0.10359925711248395,0.05359925711248394,18,0.14510095043620824,0.13972936037263042,weak,0.8554894485470886,3.556493819207896,0.3672253007941434,0.29136856346858875,0.7429551833316473
1190,0.10480607285991082,0.054806072859910814,18,0.12914725168840385,0.1306346626927731,weak,0.8770746358590766,3.3838964557378834,0.36790306798802247,0.2872602210381265,0.7571719658210241
1191,0.10436502764825782,0.054365027648257805,18,0.03782144567753218,0.036851185959502805,average,0.8254951514659488,3.372878840932188,0.36765488132619284,0.25961429257303537,0.7789283552205972
1192,0.1,0.05,18,0.006641446011198235,0.01080122059867049,strong,0.8387305947829424,3.0336897216914833,0.36522926005323425,0.2478346714001766,0.7977847512429048
1193,0.1,0.05,18,0.005906192713113872,0.011237367372609998,strong,0.8939916773738515,3.6777041287828407,0.36522926005323425,0.24761409541075127,0.8224780299594836
